CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,USER_ID,NAME,CITY,GENDER
U000793,-80,3,2401.52,4,4,5,445,Loyal Customers,U000793,Hayden Williamson,South Hollyton,Female
U000794,135,2,2667.7,2,2,5,225,Hibernating,U000794,Monica Hill,Riddleside,Other
U000795,35,6,1389.13,3,5,4,354,Need Attention,U000795,Miguel Campos,Jamesfurt,Male
U000796,-205,4,1453.83,5,5,4,554,Champions,U000796,Randy Smith,Washingtonland,Other
U000797,169,2,777.73,2,2,3,223,Hibernating,U000797,Diane Reeves,Port Andrew,Male
U000798,-273,3,1705.1,5,4,4,544,Champions,U000798,Kelly Nichols,Ericstad,Female
U000799,-257,1,473.62,5,1,2,512,Potential Loyalists,U000799,Jennifer Stafford,South Hannahmouth,Other
U000800,-59,2,501.26,4,2,2,422,Potential Loyalists,U000800,Adam Barton,North Allen,Female
U000801,-181,6,2363.44,5,5,5,555,Champions,U000801,Alexis Hoover,Lake Gary,Female
U000802,-131,2,421.37,4,2,2,422,Potential Loyalists,U000802,Daniel Murphy,Martinezborough,Male
U000803,-256,2,2893.35,5,2,5,525,Potential Loyalists,U000803,Marcus Smith,Lake Lisastad,Other
U000804,-212,2,1284.38,5,2,4,524,Potential Loyalists,U000804,Nicole Jenkins,West Susan,Other
U000805,-81,1,157.67,4,1,1,411,Potential Loyalists,U000805,Tina Horton,Tiffanyfort,Other
U000806,338,1,503.48,1,1,2,112,Hibernating,U000806,Andres Barr,New Briana,Other
U000807,100,1,375.69,2,1,2,212,Hibernating,U000807,Jesse Jensen,North Devinfort,Male
U000809,-78,1,273.5,4,1,1,411,Potential Loyalists,U000809,Kathleen Meyer,Port Jessica,Female
U000810,123,2,2215.09,2,2,4,224,Hibernating,U000810,Jamie Brown,Boydburgh,Male
U000811,-198,3,1041.11,5,4,3,543,Loyal Customers,U000811,Adam Kane,East Christopher,Other
U000813,13,1,1366.44,3,1,4,314,Need Attention,U000813,Gregory Wright,West Raymondburgh,Female
U000814,-201,2,498.86,5,2,2,522,Potential Loyalists,U000814,Roberto Lynch,Port Patrickland,Other
U000815,-86,5,2289.64,4,5,5,455,Loyal Customers,U000815,Sandra Larson,Torresport,Other
U000817,-273,6,5405.98,5,5,5,555,Champions,U000817,Sara Bentley,Dyerville,Female
U000818,265,2,92.41,1,2,1,121,Hibernating,U000818,Ariel Lee,Williamfort,Other
U000819,309,2,235.2,1,2,1,121,Hibernating,U000819,Micheal Brown,South Austin,Male
U000820,-19,3,1586.86,3,4,4,344,Need Attention,U000820,Crystal Rhodes,West John,Male
U000821,-66,2,642.54,4,2,2,422,Potential Loyalists,U000821,Elaine Martin,Mccarthyland,Other
U000822,-169,1,837.26,4,1,3,413,Potential Loyalists,U000822,Jacob Henderson,North Daisystad,Other
U000823,-201,3,596.82,5,4,2,542,Loyal Customers,U000823,Joseph Clark,Smithland,Other
U000824,257,2,1073.85,1,2,3,123,Hibernating,U000824,Robert Butler,Lake Dennis,Male
U000825,-30,3,249.04,3,4,1,341,Need Attention,U000825,Wayne Rodriguez,West Tonya,Male
U000826,-12,2,748.44,3,2,3,323,Need Attention,U000826,Scott Durham,South Davidland,Other
U000827,245,3,3314.39,1,4,5,145,At Risk,U000827,Brenda Woods,North Jasontown,Female
U000828,185,1,131.46,2,1,1,211,Hibernating,U000828,Abigail Hayden,Rogersmouth,Other
U000829,-89,4,6821.26,4,5,5,455,Loyal Customers,U000829,Lisa Everett,Lindatown,Other
U000830,-166,2,193.22,4,2,1,421,Potential Loyalists,U000830,Holly Hardy,Stephaniebury,Male
U000831,134,1,734.45,2,1,3,213,Hibernating,U000831,Christine Hopkins,Lake Susanmouth,Other
U000832,123,3,707.14,2,4,3,243,At Risk,U000832,Michael Williams,Stevensonland,Male
U000833,-212,3,1221.02,5,4,3,543,Loyal Customers,U000833,Sheila David,Carterborough,Female
U000834,109,2,948.21,2,2,3,223,Hibernating,U000834,Molly Walter,Jacksonmouth,Other
U000835,345,1,543.8,1,1,2,112,Hibernating,U000835,Timothy Fernandez,North Ryantown,Female
U000836,194,2,782.01,2,2,3,223,Hibernating,U000836,Sarah Orr,Lake Derekside,Other
U000837,343,5,3717.83,1,5,5,155,At Risk,U000837,Travis Pope,Nicholasfurt,Female
U000838,210,1,563.23,2,1,2,212,Hibernating,U000838,Kristen Burch,West Christopherland,Male
U000839,-256,1,1224.53,5,1,3,513,Potential Loyalists,U000839,Brittany Lopez,Raytown,Other
U000840,11,2,2281.97,3,2,5,325,Need Attention,U000840,Brittany Lee,New Elizabeth,Other
U000841,62,4,860.29,3,5,3,353,Need Attention,U000841,Daniel Smith,Frazierberg,Female
U000842,-172,3,427.8,4,4,2,442,Loyal Customers,U000842,Dustin Ortega,West Wendyshire,Male
U000843,196,3,1646.45,2,4,4,244,At Risk,U000843,Maria Simpson,Port Jennifer,Female
U000844,-116,3,5311.05,4,4,5,445,Loyal Customers,U000844,Sarah Walker,Evansburgh,Female
U000845,122,4,1120.4,2,5,3,253,At Risk,U000845,Amy Rogers,Jonesport,Male
U000846,256,4,2340.55,1,5,5,155,At Risk,U000846,Sandra Haynes,Port Sarahport,Female
U000847,-125,1,388.4,4,1,2,412,Potential Loyalists,U000847,Frank Taylor,Port Kaitlin,Female
U000848,264,2,151.68,1,2,1,121,Hibernating,U000848,Albert Barber,Clementschester,Other
U000849,-206,1,625.02,5,1,2,512,Potential Loyalists,U000849,Gary Brown,Brittneyberg,Female
U000850,-275,1,235.87,5,1,1,511,Potential Loyalists,U000850,Richard Johnson,Lake Julie,Other
U000853,279,2,710.5,1,2,3,123,Hibernating,U000853,Heather Davis,Evansberg,Male
U000854,132,3,1608.84,2,4,4,244,At Risk,U000854,Bryan Stout,Brownshire,Other
U000856,-169,3,2331.94,4,4,5,445,Loyal Customers,U000856,David Anderson,North Tinahaven,Other
U000857,38,2,396.69,3,2,2,322,Need Attention,U000857,Tammy Jackson,Donnamouth,Female
U000858,36,5,326.74,3,5,2,352,Need Attention,U000858,Tracy Edwards,Lake Loribury,Other
U000860,10,2,5903.98,3,2,5,325,Need Attention,U000860,Jonathan James,Bentleyberg,Female
U000861,285,2,588.98,1,2,2,122,Hibernating,U000861,Chad Oconnor,South Lorraine,Female
U000862,260,1,2368.55,1,1,5,115,Hibernating,U000862,Kristin Gray,Jonesland,Female
U000863,288,2,317.77,1,2,2,122,Hibernating,U000863,Matthew Nelson,Lynnville,Other
U000865,287,2,509.44,1,2,2,122,Hibernating,U000865,George Potts,Woodsberg,Female
U000866,-21,1,939.05,3,1,3,313,Need Attention,U000866,Gloria Reeves,Lake Daniellestad,Female
U000867,279,3,387.07,1,4,2,142,At Risk,U000867,John Franklin,Joshuachester,Male
U000868,303,2,260.15,1,2,1,121,Hibernating,U000868,Jennifer Bradshaw,Townsendland,Male
U000869,363,2,1041.12,1,2,3,123,Hibernating,U000869,Chase Allen,Angelafort,Female
U000870,-178,2,339.07,4,2,2,422,Potential Loyalists,U000870,Alex Vaughan,South Alexanderborough,Female
U000871,-176,2,1578.19,4,2,4,424,Potential Loyalists,U000871,Julie Klein,Oconnellhaven,Male
U000875,103,2,144.52,2,2,1,221,Hibernating,U000875,Michael Smith,Gonzalezhaven,Other
U000876,225,2,738.16,1,2,3,123,Hibernating,U000876,Eric Martinez,Jeremyfurt,Female
U000877,-76,2,2184.62,4,2,4,424,Potential Loyalists,U000877,Michael Mcclain,West Julie,Female
U000878,185,3,890.01,2,4,3,243,At Risk,U000878,Nicole Fletcher,Mannington,Male
U000879,-149,3,611.07,4,4,2,442,Loyal Customers,U000879,James Mendoza,West Karen,Female
U000880,-17,1,1662.21,3,1,4,314,Need Attention,U000880,Ricardo Barber,East Maurice,Female
U000881,169,3,2349.65,2,4,5,245,At Risk,U000881,Gabrielle Williams,Robertsfort,Male
U000883,280,1,126.4,1,1,1,111,Hibernating,U000883,Jasmine Patrick,East David,Male
U000884,-207,2,947.1,5,2,3,523,Potential Loyalists,U000884,Joshua Lee,South Richardport,Female
U000886,-300,4,3920.16,5,5,5,555,Champions,U000886,Michael Barnes,Lake Julieborough,Female
U000887,-189,1,9.0,5,1,1,511,Potential Loyalists,U000887,Joshua Obrien,Kevinville,Female
U000888,278,5,3415.24,1,5,5,155,At Risk,U000888,Felicia Townsend,Johnview,Other
U000889,-139,1,21.1,4,1,1,411,Potential Loyalists,U000889,Patrick Eaton,East Janet,Other
U000890,214,5,2761.66,2,5,5,255,At Risk,U000890,Charles Payne,North David,Female
U000891,323,3,619.29,1,4,2,142,At Risk,U000891,Jennifer Snow,South Roberthaven,Other
U000892,158,3,2784.89,2,4,5,245,At Risk,U000892,Gary Hill,Lake Lisa,Male
U000894,-165,1,110.88,4,1,1,411,Potential Loyalists,U000894,Adam Armstrong,Kevinbury,Male
U000895,117,1,247.43,2,1,1,211,Hibernating,U000895,Joseph Wilson,West Sara,Male
U000896,36,2,817.43,3,2,3,323,Need Attention,U000896,Krystal Day,Lake Michaelstad,Male
U000897,287,3,3430.91,1,4,5,145,At Risk,U000897,Stacey Henson,Tracietown,Other
U000899,162,2,346.79,2,2,2,222,Hibernating,U000899,Jonathan Sims,New Crystal,Female
U000901,-33,1,517.26,3,1,2,312,Need Attention,U000901,Gregory Hudson,Port Phillip,Male
U000902,275,3,1039.59,1,4,3,143,At Risk,U000902,Chad Jones,Lake Alisontown,Other
U000904,59,1,726.43,3,1,3,313,Need Attention,U000904,Sheena Greene,Melissaland,Other
U000906,-88,4,3509.13,4,5,5,455,Loyal Customers,U000906,Joseph Stephens,New Oliviachester,Female
U000907,163,2,811.96,2,2,3,223,Hibernating,U000907,Rhonda Johnson,Jeremiahfurt,Female
U000908,-316,2,224.75,5,2,1,521,Potential Loyalists,U000908,Jennifer Valenzuela,West Michaelmouth,Male
U000909,194,4,1563.97,2,5,4,254,At Risk,U000909,Sandra Gillespie,Carolchester,Male
U000911,-38,2,1260.81,3,2,4,324,Need Attention,U000911,Michelle Spence,Briggsville,Male
U000912,-88,3,1736.39,4,4,4,444,Loyal Customers,U000912,Susan Ramirez,Luischester,Female
U000914,102,2,32.68,2,2,1,221,Hibernating,U000914,Lori Cruz,Lake Christopher,Male
U000916,111,1,418.78,2,1,2,212,Hibernating,U000916,Douglas Castaneda,North Suzanne,Other
U000917,230,1,48.09,1,1,1,111,Hibernating,U000917,Nicholas Johnson,South Maryburgh,Other
U000918,-28,3,1432.94,3,4,4,344,Need Attention,U000918,Michael Miller,Port Ian,Female
U000919,55,2,1627.66,3,2,4,324,Need Attention,U000919,Kaitlin Hale,West Danielton,Female
U000920,23,1,1583.67,3,1,4,314,Need Attention,U000920,Antonio Potter,Spencerview,Other
U000921,-281,2,97.87,5,2,1,521,Potential Loyalists,U000921,Warren Fletcher,Spenceberg,Other
U000922,100,3,5260.31,2,4,5,245,At Risk,U000922,Richard Brown,Port Heatherfort,Female
U000923,341,3,3559.42,1,4,5,145,At Risk,U000923,Dawn Wilcox,West Daniel,Female
U000924,-238,2,4453.5,5,2,5,525,Potential Loyalists,U000924,Carrie Bradford,East Carlaport,Other
U000925,-130,2,644.68,4,2,2,422,Potential Loyalists,U000925,James Hickman,New Valeriefort,Other
U000926,-201,3,949.76,5,4,3,543,Loyal Customers,U000926,Leonard Harding,West Karen,Female
U000927,-174,4,2918.78,4,5,5,455,Loyal Customers,U000927,Terri Park,New Lindseyberg,Female
U000928,-86,4,1571.62,4,5,4,454,Loyal Customers,U000928,Laura Woods,Lake Christopherbury,Other
U000929,0,3,866.34,3,4,3,343,Need Attention,U000929,Lindsey Pena,Sethberg,Female
U000930,-204,1,1680.95,5,1,4,514,Potential Loyalists,U000930,Michael Chase,Allenland,Female
U000931,-90,3,990.27,4,4,3,443,Loyal Customers,U000931,Ashley Gamble,South Clintonmouth,Female
U000932,-302,3,4339.16,5,4,5,545,Champions,U000932,Kenneth Jones,Scottfort,Female
U000933,22,1,165.59,3,1,1,311,Need Attention,U000933,Kathryn Ramos,West Michelefurt,Male
U000934,184,1,1278.82,2,1,4,214,Hibernating,U000934,Christine Becker,Christopherchester,Male
U000935,244,1,22.55,1,1,1,111,Hibernating,U000935,Jose Hutchinson,Lake Lori,Other
U000936,-177,2,274.93,4,2,1,421,Potential Loyalists,U000936,Melissa Roberts,Sawyerland,Male
U000937,111,1,628.86,2,1,2,212,Hibernating,U000937,Taylor Nichols,South Kaylaborough,Female
U000938,16,1,361.8,3,1,2,312,Need Attention,U000938,Caleb Peterson,West Shawnside,Male
U000939,357,1,111.79,1,1,1,111,Hibernating,U000939,Theodore Bowman,Kristinefort,Other
U000940,-264,2,1526.92,5,2,4,524,Potential Loyalists,U000940,Jason Johnson,East Chadfurt,Other
U000941,-6,1,2520.03,3,1,5,315,Need Attention,U000941,Morgan Hayes,Port Brian,Other
U000943,272,2,1566.85,1,2,4,124,Hibernating,U000943,Samuel Gaines,North Jennifer,Male
U000944,-283,1,1463.86,5,1,4,514,Potential Loyalists,U000944,Duane Beck,Danielchester,Male
U000946,-214,1,968.31,5,1,3,513,Potential Loyalists,U000946,Amy Martin,West Lisatown,Female
U000948,163,1,145.92,2,1,1,211,Hibernating,U000948,Ronald Dickson,Gregoryburgh,Other
U000949,247,2,541.8,1,2,2,122,Hibernating,U000949,Patrick Bruce,North Lindaville,Other
U000950,-66,1,41.51,4,1,1,411,Potential Loyalists,U000950,Allen Randolph,Lake Seanshire,Other
U000952,130,4,681.45,2,5,3,253,At Risk,U000952,Laura Marshall,Josephview,Female
U000953,308,3,2321.56,1,4,5,145,At Risk,U000953,Raven Blankenship,North Ericstad,Male
U000954,98,1,71.52,2,1,1,211,Hibernating,U000954,April Figueroa,Leefurt,Male
U000955,-273,6,1445.48,5,5,4,554,Champions,U000955,Laurie Lane,South Rebecca,Female
U000957,250,3,2205.13,1,4,4,144,At Risk,U000957,James Davis,Johnsonberg,Female
U000958,250,1,84.66,1,1,1,111,Hibernating,U000958,Cynthia Strickland,New Mary,Male
U000959,1,4,1659.72,3,5,4,354,Need Attention,U000959,Lindsay Gray,Lake Traciville,Female
U000961,-293,3,1621.31,5,4,4,544,Champions,U000961,Travis Johnson,Brooksmouth,Other
U000962,357,2,1005.98,1,2,3,123,Hibernating,U000962,Shannon Martin,North Theresastad,Other
U000963,-290,1,4.68,5,1,1,511,Potential Loyalists,U000963,Christina Payne,New Anthony,Male
U000964,-304,2,3843.68,5,2,5,525,Potential Loyalists,U000964,William Hernandez,East Christopher,Female
U000965,-84,5,1449.17,4,5,4,454,Loyal Customers,U000965,David Hill,Stuartfort,Male
U000966,96,2,849.25,3,2,3,323,Need Attention,U000966,Stacey Nielsen,Gabrielborough,Male
U000967,39,2,21.09,3,2,1,321,Need Attention,U000967,Tony Andrade,New Patrickborough,Other
U000968,-170,3,3573.7,4,4,5,445,Loyal Customers,U000968,Nathaniel Chen,Brendaport,Female
U000969,227,1,1539.42,1,1,4,114,Hibernating,U000969,Natalie Clements,Gibbsstad,Other
U000971,233,3,1668.0,1,4,4,144,At Risk,U000971,Marc Hall,North Ann,Other
U000972,141,1,89.98,2,1,1,211,Hibernating,U000972,Sophia Aguirre,Stewartmouth,Female
U000973,-220,2,1014.79,5,2,3,523,Potential Loyalists,U000973,Brandon Snyder,Jacksonmouth,Male
U000974,67,2,230.38,3,2,1,321,Need Attention,U000974,Joel Smith,Mitchellfurt,Male
U000975,309,5,1525.64,1,5,4,154,At Risk,U000975,Amanda Rose,Cummingsview,Other
U000976,288,1,71.15,1,1,1,111,Hibernating,U000976,Michael Miller,Snyderville,Female
U000977,190,2,73.48,2,2,1,221,Hibernating,U000977,Sharon Garcia,Michellechester,Female
U000978,-232,4,1371.05,5,5,4,554,Champions,U000978,Christopher Ramsey,West Nicoleton,Female
U000979,-215,1,229.47,5,1,1,511,Potential Loyalists,U000979,Stacey Jones,East Brandy,Female
U000980,290,1,419.12,1,1,2,112,Hibernating,U000980,Luis Hernandez,New Timothy,Female
U000981,-41,3,436.93,4,4,2,442,Loyal Customers,U000981,Juan Barton,West Angelicabury,Male
U000982,169,2,2484.44,2,2,5,225,Hibernating,U000982,Jill Harris,Lake Jasonfurt,Male
U000983,130,3,1001.93,2,4,3,243,At Risk,U000983,Dan Clark,Port William,Female
U000984,-79,1,92.24,4,1,1,411,Potential Loyalists,U000984,Jeffery Cox,Lopezview,Female
U000985,308,5,1704.66,1,5,4,154,At Risk,U000985,Gina Lynn,East Allenmouth,Male
U000986,202,1,2035.42,2,1,4,214,Hibernating,U000986,Anthony Stanley,West Ryanberg,Male
U000987,-157,2,2061.14,4,2,4,424,Potential Loyalists,U000987,Ryan Cook,Dennischester,Female
U000988,195,1,1032.53,2,1,3,213,Hibernating,U000988,Jaime Thompson,Lake Brendanbury,Female
U000989,276,3,61.96,1,4,1,141,At Risk,U000989,Jeffrey Brown,West Jeremyfurt,Male
U000990,-185,1,165.61,5,1,1,511,Potential Loyalists,U000990,Craig Gross,Janiceport,Other
U000991,111,2,1329.76,2,2,4,224,Hibernating,U000991,Clinton Gordon,West Erin,Other
U000992,156,2,2730.62,2,2,5,225,Hibernating,U000992,Martin Gibson,West Nicole,Other
U000993,309,2,3440.96,1,2,5,125,Hibernating,U000993,Kathleen Smith,South Daniel,Male
U000994,141,2,1176.25,2,2,3,223,Hibernating,U000994,Ashley Mooney,North Kevinmouth,Male
U000995,136,1,134.99,2,1,1,211,Hibernating,U000995,Jessica Fritz,Port Michaelmouth,Male
U000997,187,1,494.94,2,1,2,212,Hibernating,U000997,Donald Jimenez,Jamieland,Female
U000998,158,5,5396.3,2,5,5,255,At Risk,U000998,Stephanie Fowler,West Renee,Male
U000999,283,3,5217.08,1,4,5,145,At Risk,U000999,Mark Lawrence,Maryville,Male
U001000,-63,1,1610.3,4,1,4,414,Potential Loyalists,U001000,Spencer Donaldson,South Erin,Male
U001001,-109,1,358.99,4,1,2,412,Potential Loyalists,U001001,Keith Grant,South Blakeport,Other
U001002,284,2,595.81,1,2,2,122,Hibernating,U001002,David Freeman,West Devinport,Female
U001003,-142,2,2809.77,4,2,5,425,Potential Loyalists,U001003,Wayne Mullen,South Brenda,Other
U001004,10,1,1965.44,3,1,4,314,Need Attention,U001004,Jeffery Kennedy,West Samanthaport,Other
U001005,-142,1,37.23,4,1,1,411,Potential Loyalists,U001005,Ryan Liu,Spencerport,Other
U001006,50,3,2060.39,3,4,4,344,Need Attention,U001006,Kenneth Ho,East Alishamouth,Male
U001007,351,1,359.28,1,1,2,112,Hibernating,U001007,Gina Howard,New Anthonychester,Other
U001008,251,3,3739.09,1,4,5,145,At Risk,U001008,Donald Meadows,Brianfurt,Female
U001009,273,1,254.74,1,1,1,111,Hibernating,U001009,Elizabeth Ford,Mariaville,Female
U001010,9,2,85.14,3,2,1,321,Need Attention,U001010,Connor Roberts,Lake Jamieberg,Female
U001011,298,2,3136.41,1,2,5,125,Hibernating,U001011,Tammy Taylor,Hansonborough,Female
U001014,-53,2,993.53,4,2,3,423,Potential Loyalists,U001014,Christina Reynolds,East William,Female
U001015,-186,1,138.24,5,1,1,511,Potential Loyalists,U001015,James Castillo,Peterville,Other
U001016,-164,3,1792.21,4,4,4,444,Loyal Customers,U001016,Lisa Hernandez,Austinmouth,Other
U001017,-242,2,2818.01,5,2,5,525,Potential Loyalists,U001017,Rebecca Estes,East Michaelhaven,Male
U001018,162,4,2243.46,2,5,4,254,At Risk,U001018,Rachel Warren,Stephenberg,Other
U001019,-82,1,234.11,4,1,1,411,Potential Loyalists,U001019,Kathryn Turner,Estesburgh,Other
U001020,-80,1,3039.41,4,1,5,415,Potential Loyalists,U001020,Sara Rowe,Breannafurt,Male
U001021,158,5,2192.66,2,5,4,254,At Risk,U001021,Anthony Quinn,Morrisbury,Male
U001022,265,1,324.65,1,1,2,112,Hibernating,U001022,Lindsey Oconnor,Camposchester,Other
U001023,-48,2,460.63,4,2,2,422,Potential Loyalists,U001023,Bryan King,East Manuelmouth,Male
U001024,83,2,482.41,3,2,2,322,Need Attention,U001024,Vanessa Berry,Jeremiahburgh,Female
U001025,-184,1,3660.22,5,1,5,515,Potential Loyalists,U001025,Allison Tyler,East Arthurberg,Other
U001026,-205,2,1651.44,5,2,4,524,Potential Loyalists,U001026,Michael Russell,Leeborough,Male
U001028,184,5,3737.59,2,5,5,255,At Risk,U001028,Kimberly Evans,Andrewport,Male
U001029,-144,3,2202.3,4,4,4,444,Loyal Customers,U001029,John Warner,New Barbarahaven,Male
U001030,59,1,251.36,3,1,1,311,Need Attention,U001030,Vincent Ross,Gilesview,Other
U001031,-85,2,616.55,4,2,2,422,Potential Loyalists,U001031,Antonio Fisher,New Lisa,Male
U001032,-146,2,1680.87,4,2,4,424,Potential Loyalists,U001032,Katherine Gaines,West Tinachester,Male
U001033,-211,1,953.19,5,1,3,513,Potential Loyalists,U001033,Cheyenne Miller,North Austinhaven,Male
U001035,-206,2,142.9,5,2,1,521,Potential Loyalists,U001035,Brett Cannon,South Davidstad,Female
U001036,124,4,1679.13,2,5,4,254,At Risk,U001036,Matthew Hull,Burgessside,Other
U001038,160,1,21.18,2,1,1,211,Hibernating,U001038,Carrie Zamora,Lake Chaseview,Female
U001039,-63,1,905.69,4,1,3,413,Potential Loyalists,U001039,Jamie Thornton,Shellyside,Female
U001040,34,4,2122.69,3,5,4,354,Need Attention,U001040,Desiree Rose,West Rachelfort,Male
U001041,-85,5,3430.43,4,5,5,455,Loyal Customers,U001041,James Taylor,Jennyberg,Male
U001042,-86,2,622.96,4,2,2,422,Potential Loyalists,U001042,Joe Alexander,West Joshuafurt,Female
U001043,219,4,3561.22,2,5,5,255,At Risk,U001043,Tammy Brown,Williamsborough,Other
U001044,124,2,2056.89,2,2,4,224,Hibernating,U001044,Donna Patel,Sandraview,Female
U001045,-23,2,176.51,3,2,1,321,Need Attention,U001045,Brittany Todd,Port Danielfurt,Other
U001046,-243,4,4298.49,5,5,5,555,Champions,U001046,Sarah Mitchell,Franciscofurt,Female
U001047,64,2,367.57,3,2,2,322,Need Attention,U001047,Victoria Allen,East Kelseyport,Male
U001048,215,4,709.47,2,5,3,253,At Risk,U001048,Ralph Gilbert,West Ashleymouth,Other
U001049,-276,1,612.23,5,1,2,512,Potential Loyalists,U001049,Melanie Wallace,Littleside,Male
U001050,129,3,557.99,2,4,2,242,At Risk,U001050,Brian Mcmillan,Whiteview,Female
U001051,-34,1,99.88,3,1,1,311,Need Attention,U001051,Troy Perez,North Diamond,Other
U001052,246,7,2724.34,1,5,5,155,At Risk,U001052,William Alexander,Theresatown,Other
U001053,-238,4,578.08,5,5,2,552,Loyal Customers,U001053,Meredith Gomez,Wilsonland,Other
U001054,36,6,1130.07,3,5,3,353,Need Attention,U001054,Mark Watson,North Mark,Male
U001055,-266,3,7046.69,5,4,5,545,Champions,U001055,Matthew Russell,West Bradley,Female
U001056,279,2,2222.56,1,2,4,124,Hibernating,U001056,Rhonda Johnson,Shelbyfurt,Male
U001057,221,3,302.25,2,4,2,242,At Risk,U001057,Antonio Barber,East Arianashire,Other
U001058,249,2,232.85,1,2,1,121,Hibernating,U001058,Jessica Ryan,Hopkinshaven,Male
U001059,-78,2,935.83,4,2,3,423,Potential Loyalists,U001059,Joseph Huff,South Leslie,Other
U001060,-29,3,1164.87,3,4,3,343,Need Attention,U001060,Heather Wallace,West Denisebury,Male
U001061,-164,2,1558.69,4,2,4,424,Potential Loyalists,U001061,Robert Hudson,New Jorge,Female
U001063,336,2,3117.37,1,2,5,125,Hibernating,U001063,Nancy Smith,Newtonberg,Male
U001064,-255,3,167.76,5,4,1,541,Loyal Customers,U001064,Mary Johnson,Strongstad,Male
U001065,-231,1,545.45,5,1,2,512,Potential Loyalists,U001065,Heidi Allen,Stephaniechester,Male
U001066,154,4,1184.57,2,5,3,253,At Risk,U001066,Joy Graham,East Paulashire,Female
U001067,250,5,3811.56,1,5,5,155,At Risk,U001067,Emily Chavez,East Kennethmouth,Other
U001068,226,2,2002.15,1,2,4,124,Hibernating,U001068,Zachary Fox,East Bobby,Other
U001069,316,2,2837.15,1,2,5,125,Hibernating,U001069,Nicole Simon,Coryport,Other
U001070,-237,1,142.58,5,1,1,511,Potential Loyalists,U001070,Keith Tucker,East Elizabethberg,Female
U001071,-48,4,1046.31,4,5,3,453,Loyal Customers,U001071,Andrea Romero,North Tracy,Female
U001072,277,2,607.56,1,2,2,122,Hibernating,U001072,Mike Campbell,Phillipsville,Male
U001074,138,2,569.19,2,2,2,222,Hibernating,U001074,Linda Garner,Joshuahaven,Other
U001075,248,3,2488.01,1,4,5,145,At Risk,U001075,Charles Watts,Jamesside,Female
U001076,279,1,281.73,1,1,2,112,Hibernating,U001076,Natalie Johnson,West Theodore,Other
U001077,-58,3,2404.75,4,4,5,445,Loyal Customers,U001077,Jacob Crawford,North Ryan,Female
U001078,79,2,539.5,3,2,2,322,Need Attention,U001078,Cheryl Mckinney,Lake Michael,Female
U001079,-207,1,222.67,5,1,1,511,Potential Loyalists,U001079,Stephanie Humphrey,Harperside,Other
U001080,-89,7,3357.38,4,5,5,455,Loyal Customers,U001080,Colin Rodriguez,Wilsonmouth,Other
U001081,-30,5,6325.81,3,5,5,355,Need Attention,U001081,Donna Bailey,Burkebury,Female
U001082,183,1,3144.71,2,1,5,215,Hibernating,U001082,Joseph Lewis,Emilychester,Female
U001083,-200,3,2125.78,5,4,4,544,Champions,U001083,Scott Ross,West Sethbury,Male
U001084,-11,1,90.64,3,1,1,311,Need Attention,U001084,Garrett Harris,New Amber,Other
U001085,-22,3,656.04,3,4,2,342,Need Attention,U001085,Andrew Gray,New Jasonside,Male
U001087,-241,2,593.6,5,2,2,522,Potential Loyalists,U001087,Shelby Johnson,Moodyton,Other
U001088,-247,1,2142.16,5,1,4,514,Potential Loyalists,U001088,Kevin Hall,Andersonview,Female
U001089,18,2,1610.53,3,2,4,324,Need Attention,U001089,Charles Wagner,North Jill,Other
U001090,-224,1,510.01,5,1,2,512,Potential Loyalists,U001090,James Obrien,West Joshuaborough,Female
U001091,265,3,739.0,1,4,3,143,At Risk,U001091,Tanya Johnston,Hoffmanfort,Male
U001092,162,2,2024.39,2,2,4,224,Hibernating,U001092,Jacqueline Hunter,Beanside,Male
U001093,-202,3,3422.71,5,4,5,545,Champions,U001093,Shaun Lane,Hartport,Male
U001094,17,4,3385.64,3,5,5,355,Need Attention,U001094,Lisa Daugherty,North Donald,Other
U001095,-39,1,21.74,3,1,1,311,Need Attention,U001095,Thomas Sharp,Joyberg,Other
U001096,-127,1,147.44,4,1,1,411,Potential Loyalists,U001096,Hannah George,Gardnermouth,Other
U001097,-300,3,714.7,5,4,3,543,Loyal Customers,U001097,Joe Murray,North Ronaldland,Male
U001098,45,3,1211.66,3,4,3,343,Need Attention,U001098,Katherine Martin,South Tylerhaven,Other
U001099,-167,4,2022.16,4,5,4,454,Loyal Customers,U001099,Kaitlyn Payne,Jenniferview,Female
U001100,-276,1,199.89,5,1,1,511,Potential Loyalists,U001100,Christina Watson,Aprilview,Other
U001101,-172,3,1613.58,4,4,4,444,Loyal Customers,U001101,Jason Rivera,West Robertberg,Male
U001102,307,4,1006.89,1,5,3,153,At Risk,U001102,Victoria Smith,Codymouth,Male
U001103,283,2,1494.95,1,2,4,124,Hibernating,U001103,Carl Fields,Justinchester,Female
U001104,-29,3,3678.44,3,4,5,345,Need Attention,U001104,Kevin Weber,North Brittany,Other
U001105,-17,1,62.4,3,1,1,311,Need Attention,U001105,Javier White,Riverashire,Other
U001106,48,1,202.61,3,1,1,311,Need Attention,U001106,Tammy Mclaughlin,North Sarah,Female
U001107,193,2,294.13,2,2,2,222,Hibernating,U001107,Douglas Alvarez,New Lindsay,Female
U001108,194,2,1036.55,2,2,3,223,Hibernating,U001108,Thomas Turner,Kellyhaven,Male
